Date,AAPL,AXP,BA,GOOGL,IBM,MSFT,PFE
2004-08-04,2.2707,43.967,51.0,,85.97,28.2,32.4
2004-08-05,2.2421,43.3888,50.01,,85.19,27.53,31.65
2004-08-06,2.1271,43.205,48.33,,83.48,27.14,31.18
2004-08-09,2.1643,43.17,48.76,,83.55,27.18,31.2
2004-08-10,2.2514,43.9318,49.61,,84.99,27.72,31.48
2004-08-11,2.215,43.897,49.68,,83.69,27.41,31.77
2004-08-12,2.1693,43.3187,49.33,,82.21,27.31,31.43
2004-08-13,2.2029,43.214,49.72,,83.91,27.02,31.15
2004-08-16,2.1986,43.275,50.95,,84.02,27.09,31.4
2004-08-17,2.205,43.546,50.31,,84.04,27.05,31.38
2004-08-18,2.2671,43.8092,50.74,,84.4591,27.46,31.85
2004-08-19,2.1936,43.634,50.25,50.2161,84.89,27.12,31.7933
2004-08-20,2.2,43.783,50.46,54.2075,85.25,27.2,31.74
2004-08-23,2.22,43.5201,50.65,54.753,84.65,27.33,31.65
2004-08-24,2.2821,43.7391,50.91,52.4858,84.71,27.46,31.53
2004-08-25,2.3607,43.7742,52.5,53.0514,85.07,27.67,31.91
2004-08-26,2.4757,43.9668,52.07,54.0073,84.69,27.44,32.31
2004-08-27,2.4536,43.9405,51.99,53.1264,84.94,27.46,32.65
2004-08-30,2.4371,43.4588,51.87,51.0544,84.4,27.3,32.29
2004-08-31,2.4636,43.8004,52.22,51.2346,84.69,27.3,32.67
2004-09-01,2.5614,43.993,52.39,50.1736,84.22,27.39,32.35
2004-09-02,2.5471,44.2207,53.59,50.8042,84.57,27.62,32.7
2004-09-03,2.5164,44.0105,53.1,50.0535,84.39,27.11,32.55
2004-09-06,2.5164,44.0105,53.1,50.0535,84.39,27.11,32.55
2004-09-07,2.5543,44.7461,53.97,50.7992,84.97,27.36,32.74
2004-09-08,2.5964,44.7724,54.05,51.1996,85.86,27.26,32.77
2004-09-09,2.55,44.6673,53.26,51.2046,86.44,27.47,32.44
2004-09-10,2.5621,44.9826,54.15,52.716,86.76,27.49,31.86
2004-09-13,2.5421,45.3065,54.28,53.8021,86.49,27.25,32.13
2004-09-14,2.535,44.9912,53.92,55.799,86.72,27.44,32.12
2004-09-15,2.5143,44.571,53.66,56.0543,86.37,27.19,31.85
2004-09-16,2.5964,44.7724,54.52,57.0402,86.12,27.26,31.78
2004-09-17,2.6529,45.0877,55.24,58.8019,85.74,27.53,31.72
2004-09-20,2.6936,44.9651,54.74,59.7378,85.7,27.51,30.99
2004-09-21,2.715,45.1489,54.7,58.9771,85.72,27.26,30.89
2004-09-22,2.6371,44.5447,53.68,59.2474,84.31,27.12,30.2
2004-09-23,2.6621,44.7461,53.0,60.4685,83.88,27.39,29.93
2004-09-24,2.6636,45.0526,53.14,59.9731,84.43,27.29,29.66
2004-09-27,2.6807,44.352,52.51,59.1873,84.16,27.19,29.62
2004-09-28,2.7171,44.6585,52.32,63.4915,84.48,27.36,30.08
2004-09-29,2.7629,44.9912,51.01,65.6035,84.98,27.58,30.18
2004-09-30,2.7679,45.1577,51.62,64.8628,85.74,27.79,30.6
2004-10-01,2.7621,45.2277,52.48,66.3542,86.72,28.25,30.97
2004-10-04,2.7707,46.156,52.32,67.5954,87.16,28.46,31.3
2004-10-05,2.8121,46.3573,51.49,69.252,87.32,28.38,31.29
2004-10-06,2.9029,46.646,52.36,68.6064,88.04,28.53,31.18
2004-10-07,2.83,46.4711,51.32,69.4923,87.42,28.17,29.99
2004-10-08,2.79,45.7531,50.1,68.9317,86.71,27.99,29.8
2004-10-11,2.7564,45.9983,50.26,67.6955,86.63,28.22,30.31
2004-10-12,2.735,46.2085,50.4,68.7666,86.0,28.03,29.86
2004-10-13,2.8393,45.6655,50.23,70.5183,84.98,28.03,29.55
2004-10-14,3.2129,45.2802,50.25,71.0688,84.78,28.16,29.08
2004-10-15,3.25,45.972,50.19,72.1248,84.85,28.24,28.5
2004-10-18,3.4107,46.191,49.59,74.6523,85.92,28.41,29.0
2004-10-19,3.3871,45.683,49.21,74.0417,89.73,28.18,29.0
2004-10-20,3.3907,45.6918,48.96,70.3131,88.82,28.699,28.3
2004-10-21,3.4243,45.9194,49.56,74.7624,88.1,28.89,28.44
2004-10-22,3.3864,45.298,49.51,86.2985,87.39,27.74,27.74
2004-10-25,3.3964,44.7898,49.0,93.7908,88.43,27.77,27.78
2004-10-26,3.4264,45.508,49.98,90.9881,89.0,27.9,28.33
2004-10-27,3.5929,46.1384,50.1,93.0751,90.0,28.15,29.04
2004-10-28,3.7279,46.1909,49.87,96.7436,89.5,28.54,28.71
2004-10-29,3.7429,46.5412,49.9,95.4124,89.75,27.97,28.95
2004-11-01,3.7464,46.331,49.95,98.11,90.11,28.28,28.8
2004-11-02,3.8214,47.2855,49.88,97.5294,90.47,28.24,28.7
2004-11-03,3.9507,47.5832,51.15,95.9279,91.2,28.47,29.45
2004-11-04,3.8893,48.1349,50.59,92.4395,92.38,29.0,29.06
2004-11-05,3.9086,48.4238,51.15,84.757,93.28,29.36,28.79
2004-11-08,3.8843,48.1436,52.07,86.3586,93.37,29.48,28.41
2004-11-09,3.8607,47.8371,52.51,84.4317,93.37,29.89,27.99
2004-11-10,3.9107,48.056,53.4,84.0113,93.61,29.73,27.47
2004-11-11,3.95,48.5814,54.3,91.5987,94.79,29.98,27.15
2004-11-12,3.9643,48.7129,53.93,91.0882,95.32,29.97,27.45
2004-11-15,3.9457,49.1157,54.03,92.5246,95.92,27.39,27.62
2004-11-16,3.9239,48.8266,54.0,86.3561,94.89,27.12,27.32
2004-11-17,3.9214,49.072,54.75,86.3336,95.46,27.17,27.99
2004-11-18,3.9564,49.063,54.85,83.8512,95.1,27.07,27.77
2004-11-19,3.9407,48.7741,53.77,84.7821,94.45,26.86,27.23
2004-11-22,4.3821,49.2733,53.97,82.63,95.11,26.65,27.07
2004-11-23,4.3764,49.3258,54.33,83.8412,95.28,26.53,26.9
2004-11-24,4.575,49.4746,54.12,87.4647,95.46,26.64,26.79
2004-11-25,4.575,49.4746,54.12,87.4647,95.46,26.64,26.79
2004-11-26,4.6107,49.3258,54.02,89.7819,94.72,26.6,27.16
2004-11-29,4.8886,48.8792,53.62,90.6127,95.5,26.77,27.33
2004-11-30,4.7893,48.7828,53.57,91.0782,94.24,26.81,27.77
2004-12-01,4.8421,49.4484,54.7,90.0672,95.88,27.25,28.23
2004-12-02,4.6579,49.1681,54.86,89.7869,95.76,27.09,28.46
2004-12-03,4.4771,49.3258,55.26,90.2874,97.08,27.23,27.89
2004-12-06,4.6986,49.4221,54.75,88.2304,97.67,27.33,27.21
2004-12-07,4.4921,48.5552,53.75,85.7981,96.1,27.07,27.2
2004-12-08,4.52,48.7566,52.8,85.0724,96.65,27.36,27.5
2004-12-09,4.5707,48.5027,52.78,86.799,97.51,27.23,27.37
2004-12-10,4.6536,48.3187,52.42,85.9082,96.67,27.08,27.09
2004-12-13,4.6364,48.1961,52.67,85.3076,96.45,27.25,27.16
2004-12-14,4.6636,48.993,52.64,89.4316,97.31,27.23,27.33
2004-12-15,4.6614,49.2383,52.4,89.9771,97.33,27.11,28.32
2004-12-16,4.7569,49.1769,52.08,88.3205,97.45,27.16,28.98
2004-12-17,4.6421,48.958,53.1,90.1272,96.2,26.96,25.75
2004-12-20,4.48,48.9054,53.22,92.5996,96.55,26.95,24.29
2004-12-21,4.5493,49.606,53.42,91.964,97.02,27.07,24.97
2004-12-22,4.5536,49.9563,53.91,93.2403,97.61,26.97,25.95
2004-12-23,4.5721,49.4133,53.53,94.041,97.72,27.01,26.07
2004-12-24,4.5721,49.4133,53.53,94.041,97.72,27.01,26.07
2004-12-27,4.5114,49.2557,53.15,96.048,97.5,26.85,26.5
2004-12-28,4.5843,49.5096,53.25,96.4734,98.3,26.95,26.94
2004-12-29,4.6029,49.387,52.07,96.5435,98.18,26.9,27.26
2004-12-30,4.6286,49.168,51.9,98.8957,98.3,26.76,27.01
2004-12-31,4.6,49.3608,51.77,96.4884,98.58,26.72,26.89
2005-01-03,4.5207,48.958,50.97,101.4532,97.75,26.74,26.45
2005-01-04,4.5671,48.2224,49.98,97.3442,96.7,26.84,26.45
2005-01-05,4.6071,47.671,50.81,96.8487,96.5,26.78,26.27
2005-01-06,4.6107,47.4256,50.48,94.3663,96.2,26.75,26.29
2005-01-07,4.9464,47.0753,50.31,97.0189,95.78,26.67,26.3
2005-01-10,4.9257,47.1716,50.98,97.6245,95.68,26.8,26.44
2005-01-11,4.6114,46.7338,50.82,96.8638,95.0,26.73,26.15
2005-01-12,4.6757,46.8565,51.94,97.7847,95.21,26.78,26.03
2005-01-13,4.9857,46.3047,50.63,97.7596,94.45,26.27,25.33
2005-01-14,5.0143,46.1646,50.91,100.0819,94.1,26.12,25.25
2005-01-17,5.0143,46.1646,50.91,100.0819,94.1,26.12,25.25
2005-01-18,5.0464,46.5849,51.88,102.0488,94.9,26.32,25.3
2005-01-19,4.9914,46.4623,51.41,98.7456,93.1,25.98,24.88
2005-01-20,5.0329,45.8844,50.9,97.0539,93.0,26.1,24.98
2005-01-21,5.035,45.4729,50.07,94.2312,92.38,25.65,24.48
2005-01-24,5.0543,46.0595,49.64,90.4476,91.79,25.67,24.26
2005-01-25,5.1464,46.7951,49.84,88.6458,92.19,26.02,24.59
2005-01-26,5.1607,46.4974,49.86,94.7117,91.95,26.01,24.59
2005-01-27,5.1886,46.2172,50.97,94.1311,91.98,26.11,24.68
2005-01-28,5.2843,46.3661,49.92,95.2622,92.89,26.18,24.35
2005-01-31,5.4929,46.944,50.6,97.9048,93.42,26.28,24.16
2005-02-01,5.5379,49.6936,51.04,96.043,93.86,26.39,23.86
2005-02-02,5.6879,48.8354,52.23,103.0798,94.3,26.46,24.07
2005-02-03,5.5579,48.5201,52.0,105.5322,93.54,26.18,23.91
2005-02-04,5.6314,49.0368,52.58,102.279,94.51,26.32,24.23
2005-02-07,5.6386,48.8091,52.5,98.11,94.53,26.16,24.91
2005-02-08,5.7786,48.2224,53.5,99.4162,94.13,26.24,25.55
2005-02-09,5.6243,47.9597,54.12,95.8828,92.7,26.07,25.05
2005-02-10,5.5971,48.257,53.86,94.0811,92.76,26.06,25.05
2005-02-11,5.8007,48.3275,54.14,93.7908,93.3,25.97,25.15
2005-02-14,6.045,47.8109,54.04,96.5885,93.57,26.01,25.48
2005-02-15,6.315,47.7233,54.43,97.7096,94.33,25.93,25.22
2005-02-16,6.4379,47.9948,53.92,99.3011,94.62,25.79,24.95
2005-02-17,6.2721,47.7233,53.66,99.0459,93.75,25.65,25.06
2005-02-18,6.2007,47.3993,52.78,99.0709,93.27,25.48,26.8
2005-02-21,6.2007,47.3993,52.78,99.0709,93.27,25.48,26.8
2005-02-22,6.0921,47.0928,52.15,95.7777,92.32,25.23,26.46
2005-02-23,6.3021,47.4081,52.72,97.069,92.1,25.2,26.31
2005-02-24,6.3521,47.7496,53.94,94.5365,92.64,25.37,26.4
2005-02-25,6.3564,47.9423,54.99,93.025,92.8,25.25,26.86
2005-02-28,6.4086,47.4168,54.97,94.0861,92.58,25.16,26.29
2005-03-01,6.3571,47.9948,54.49,93.1201,93.3,25.28,26.61
2005-03-02,6.303,47.8984,55.3,92.6797,92.92,25.26,26.61
2005-03-03,5.97,47.9072,57.42,93.5931,92.41,25.17,26.59
2005-03-04,6.1157,48.1173,58.38,93.0401,92.37,25.17,26.85
2005-03-07,6.1071,48.3101,58.3,94.4965,91.6,25.47,27.18
2005-03-08,5.79,47.6532,58.15,92.6897,92.13,25.4,26.76
2005-03-09,5.6214,46.979,57.75,90.7629,92.35,25.31,26.74
2005-03-10,5.69,47.4344,57.98,90.0772,92.41,25.43,26.75
2005-03-11,5.7529,46.8827,57.49,88.9861,91.51,25.09,26.36
2005-03-14,5.76,47.1541,57.71,87.5798,91.9,25.11,26.53
2005-03-15,5.8514,46.8476,58.48,89.3915,91.38,24.91,26.29
2005-03-16,5.8829,46.1296,56.77,87.8851,90.65,24.63,26.05
2005-03-17,6.0357,45.9282,56.89,89.7319,89.86,24.54,26.01
2005-03-18,6.1371,45.8844,57.16,90.1072,89.28,24.31,25.83
2005-03-21,6.2429,45.7881,56.84,90.5276,89.51,24.2,25.71
2005-03-22,6.1186,44.816,57.22,89.3865,89.5,23.99,25.42
2005-03-23,6.0786,44.1506,56.85,89.5767,90.52,24.18,26.04
2005-03-24,6.0714,44.028,56.8,89.7118,90.7,24.28,26.17
2005-03-25,6.0714,44.028,56.8,89.7118,90.7,24.28,26.17
2005-03-28,6.0757,44.7373,58.1,90.7979,91.04,24.2,26.23
2005-03-29,5.9643,44.5797,57.25,89.872,90.6,23.92,25.64
2005-03-30,6.1143,45.1664,58.79,90.3124,90.68,24.16,26.29
2005-03-31,5.9529,44.9825,58.46,90.3425,91.38,24.17,26.27
2005-04-01,5.8414,44.5709,58.78,90.1072,90.44,24.12,26.15
2005-04-04,5.87,45.0526,58.33,92.7348,90.32,24.23,25.93
2005-04-05,5.9843,44.9562,58.33,94.3764,89.57,24.47,26.9
2005-04-06,6.0471,45.1226,58.43,94.7017,89.0,24.67,26.86
2005-04-07,6.2229,45.4291,59.01,96.9739,88.44,25.1,26.9
2005-04-08,6.2486,45.1313,58.6,96.118,87.6,24.94,26.6
2005-04-11,5.9886,44.9387,59.4,96.7086,86.2,24.97,26.46
2005-04-12,6.0943,45.8144,58.45,97.0715,85.75,25.32,26.88
2005-04-13,5.8629,45.6042,58.67,96.5585,84.57,25.04,27.28
2005-04-14,5.3229,44.7548,58.16,95.8178,83.64,24.84,27.45
2005-04-15,5.05,44.4133,57.0,92.5896,76.7,24.46,27.71
2005-04-18,5.0886,44.5972,56.92,93.5756,76.65,24.65,27.6
2005-04-19,5.2986,44.2644,58.09,95.7927,75.48,24.63,27.42
2005-04-20,5.0729,43.8091,57.23,99.146,72.01,24.32,26.76
2005-04-21,5.3114,44.1331,59.08,102.2089,74.03,25.28,27.25
2005-04-22,5.0714,43.6165,57.88,108.0096,74.21,24.98,27.22
2005-04-25,5.2829,44.7374,59.58,111.8733,74.61,24.99,27.03
2005-04-26,5.17,45.1402,59.0,109.481,75.43,24.76,26.91
2005-04-27,5.1357,45.6217,59.66,109.9965,77.05,24.99,26.92
2005-04-28,5.0771,45.2715,58.72,109.8313,75.91,24.45,26.69
2005-04-29,5.1514,46.1471,59.52,110.1066,76.38,25.3,27.17
2005-05-02,5.2043,46.5849,59.38,111.2527,76.51,25.23,27.41
2005-05-03,5.1729,46.4098,59.87,113.2046,76.47,25.36,27.5
2005-05-04,5.3071,46.944,60.28,114.3607,77.08,25.21,27.83
2005-05-05,5.24,46.5674,59.74,113.6,75.5,25.23,27.85
2005-05-06,5.32,46.4098,61.01,114.1205,75.25,25.22,27.61
2005-05-09,5.2814,46.2259,60.56,113.1195,74.98,25.11,27.97
2005-05-10,5.2029,45.9545,61.04,114.0104,73.3,24.9,27.66
2005-05-11,5.0871,45.8669,60.4,115.7571,73.28,24.91,27.65
2005-05-12,4.8757,45.6567,60.49,114.4708,72.62,25.0,27.63
2005-05-13,4.9671,45.3152,59.5,114.7311,73.16,25.3,27.86
2005-05-16,5.0786,46.007,60.41,115.6369,74.34,25.49,28.23
2005-05-17,5.0514,46.1735,60.91,116.6779,74.29,25.46,28.2
2005-05-18,5.12,46.8827,61.69,119.6959,76.36,25.7,28.44
2005-05-19,5.3643,46.62,61.35,119.7059,77.16,25.92,28.72
2005-05-20,5.3643,46.5499,61.9,120.9221,76.41,25.74,28.58
2005-05-23,5.68,46.4536,61.64,127.8488,76.51,25.85,28.76
2005-05-24,5.6714,46.4187,62.25,128.124,75.81,25.76,28.84
2005-05-25,5.6829,46.0858,61.45,130.5314,76.0,25.71,28.67
2005-05-26,5.82,46.3748,62.99,129.7256,77.14,25.9,28.9
2005-05-27,5.7943,46.7164,63.02,133.1289,77.1,26.07,28.35
2005-05-30,5.7943,46.7164,63.02,133.1289,77.1,26.07,28.35
2005-05-31,5.6799,47.303,63.9,138.7693,75.55,25.8,27.9
2005-06-01,5.7571,47.3555,63.8,144.9954,76.84,25.81,28.17
2005-06-02,5.72,47.592,64.38,144.0895,77.35,25.79,28.2
2005-06-03,5.4629,47.4431,64.66,140.2658,75.79,25.43,27.96
2005-06-06,5.4171,47.6007,65.55,145.611,75.0,25.37,28.01
2005-06-07,5.22,47.8722,65.28,146.702,75.04,25.51,27.96
2005-06-08,5.2743,47.7671,64.47,141.1366,74.8,25.4,27.65
2005-06-09,5.3786,48.1086,65.11,143.2937,74.93,25.51,27.53
2005-06-10,5.1157,47.9423,64.65,141.3869,74.77,25.43,27.68
2005-06-13,5.1286,48.2926,64.63,141.512,75.05,25.31,27.89
2005-06-14,5.1429,48.1611,62.93,139.3099,74.89,25.36,28.39
2005-06-15,5.3043,48.3101,64.41,137.5331,76.3,25.26,28.43
2005-06-16,5.4257,48.0911,63.69,139.2848,77.05,25.04,28.6
2005-06-17,5.4729,48.0123,64.62,140.2858,76.39,25.04,28.78
2005-06-20,5.3729,47.951,63.67,143.4889,76.55,25.11,28.76
2005-06-21,5.4086,47.9422,62.78,144.0594,76.41,25.15,28.61
2005-06-22,5.5071,47.9685,63.13,144.7902,77.23,25.07,28.79
2005-06-23,5.5557,47.0053,61.86,144.9954,75.41,25.31,28.9
2005-06-24,5.3943,46.944,60.59,148.769,74.01,25.04,28.52
2005-06-27,5.3,46.7338,61.76,152.1973,73.88,25.05,28.08
2005-06-28,5.33,47.3468,62.45,151.1463,75.3,25.07,27.9
2005-06-29,5.1957,46.856,61.67,146.5018,74.73,25.08,27.84
2005-06-30,5.2586,46.6112,66.0,147.2175,74.2,24.84,27.58
2005-07-01,5.2143,47.0141,64.68,145.7661,74.67,24.71,27.1
2005-07-04,5.2143,47.0141,64.68,145.7661,74.67,24.71,27.1
2005-07-05,5.4257,47.3205,65.42,147.9983,74.79,24.98,27.05
2005-07-06,5.3414,46.6375,64.29,145.9037,75.81,24.7,26.77
2005-07-07,5.3757,46.8476,65.18,147.9132,77.38,24.65,26.75
2005-07-08,5.4643,47.2418,65.07,148.2585,79.3,25.09,27.14
2005-07-11,5.4429,47.2592,64.97,146.8171,78.96,25.29,27.12
2005-07-12,5.4629,47.3293,64.3,146.0334,80.04,25.61,27.07
2005-07-13,5.4786,47.303,64.58,149.5748,81.45,25.66,27.23
2005-07-14,5.8214,47.4781,64.58,150.5908,82.42,25.97,27.6
2005-07-15,5.9357,47.0753,64.75,150.7409,82.38,25.79,27.57
2005-07-18,5.9271,46.4098,64.74,149.9151,81.81,25.55,27.25
2005-07-19,6.17,46.8915,64.89,155.1001,83.7,26.16,27.38
2005-07-20,6.2329,47.268,66.08,156.1512,84.6,26.19,27.06
2005-07-21,6.1843,47.7672,65.71,157.1221,84.4,26.44,26.59
2005-07-22,6.2857,47.9248,66.2,151.3465,84.44,25.68,26.5
2005-07-25,6.2586,47.7758,66.05,148.0683,84.2,25.69,26.42
2005-07-26,6.2329,47.5306,66.35,148.1884,84.12,25.54,26.24
2005-07-27,6.2843,48.1786,66.7,148.6089,83.87,25.72,26.7
2005-07-28,6.2571,48.6515,66.0,146.8922,83.8,25.75,26.77
2005-07-29,6.0929,48.1611,66.01,144.0194,83.46,25.61,26.5
2005-08-01,6.1071,48.0123,65.75,145.9463,83.43,25.92,26.64
2005-08-02,6.17,48.5639,66.33,149.7399,83.31,26.81,26.94
2005-08-03,6.1743,48.5814,66.65,150.0052,84.06,27.25,26.93
2005-08-04,6.1014,48.9055,66.27,149.0092,83.12,27.32,26.6
2005-08-05,6.1414,49.0806,66.19,146.3166,83.36,27.76,26.25
2005-08-08,6.0929,48.7741,65.99,145.7661,83.36,27.13,26.21
2005-08-09,6.26,48.6778,67.13,145.9263,83.5,27.35,26.7
2005-08-10,6.1971,49.4746,65.96,142.9784,82.02,26.95,26.39
2005-08-11,6.2857,49.8687,67.31,142.1626,82.66,27.27,26.44
2005-08-12,6.5857,49.7812,66.54,145.0009,82.19,27.05,26.16
2005-08-15,6.8114,49.6411,67.46,142.1376,82.5,27.13,26.2
2005-08-16,6.6071,49.0893,66.27,144.0344,81.3,26.74,26.05
2005-08-17,6.7357,49.2995,67.02,143.4238,81.3,26.95,26.16
2005-08-18,6.6143,49.2119,66.63,140.1306,81.15,26.82,25.88
2005-08-19,6.5471,49.2469,67.15,140.1357,82.76,26.72,25.55
2005-08-22,6.5529,49.5271,67.79,137.1377,82.6,26.91,25.36
2005-08-23,6.5343,49.0368,67.43,139.9254,82.03,26.87,25.09
2005-08-24,6.5386,48.5464,67.13,141.4219,81.32,26.81,25.06
2005-08-25,6.58,48.8355,67.21,141.4319,81.1,27.03,24.87
2005-08-26,6.5343,48.1699,66.31,141.9274,80.38,26.97,24.89
2005-08-29,6.5486,49.0281,67.58,144.3647,81.34,27.15,25.1
2005-08-30,6.6529,48.3363,66.74,143.7742,80.54,27.18,25.14
2005-08-31,6.6986,48.4677,67.02,143.1386,80.62,27.38,25.48
2005-09-01,6.6086,48.4764,65.99,143.2637,79.54,27.2,25.3
2005-09-02,6.6029,48.7129,64.34,144.3647,79.46,27.02,25.33
2005-09-05,6.6029,48.7129,64.34,144.3647,79.46,27.02,25.33
2005-09-06,6.9714,49.9388,65.03,143.6941,81.02,27.0,25.87
2005-09-07,6.9543,50.2627,64.5,147.5779,80.98,26.85,26.3
2005-09-08,7.1114,50.3853,64.59,147.8381,80.8,26.61,26.51
2005-09-09,7.33,50.9545,65.4,149.6949,81.44,26.58,26.33
2005-09-12,7.3429,51.3047,65.14,155.0201,81.48,26.61,26.34
2005-09-13,7.26,50.5604,65.4,155.991,80.75,26.48,25.98
2005-09-14,7.0871,49.8862,64.18,151.6468,80.48,26.31,26.03
2005-09-15,7.1243,50.4467,65.08,151.4566,80.01,26.27,25.7
2005-09-16,7.3157,52.067,64.8,150.2454,80.33,26.07,25.9
2005-09-19,7.52,51.9264,64.1,152.0422,79.43,26.0,25.6
2005-09-20,7.5986,51.2259,63.45,154.1042,78.7,25.84,25.4
2005-09-21,7.4443,49.9124,62.41,156.1011,77.56,25.9,25.31
2005-09-22,7.4143,49.9388,62.51,155.8358,78.21,25.34,25.25
2005-09-23,7.6,50.0175,63.2,157.8328,78.0,25.27,24.87
2005-09-26,7.6914,49.9124,64.67,157.2923,77.41,25.27,25.19
2005-09-27,7.6343,49.6497,66.55,157.1221,77.99,25.34,24.8
2005-09-28,7.2971,49.5797,67.21,153.1482,79.5,25.67,24.86
2005-09-29,7.4771,50.4817,67.34,154.96,80.36,25.94,25.09
2005-09-30,7.6586,50.3066,67.95,158.3833,80.22,25.73,24.97
2005-10-03,7.7771,50.75,67.14,159.4944,80.45,25.5,25.29
2005-10-04,7.6786,49.93,67.95,155.6507,80.11,24.98,25.24
2005-10-05,7.54,50.07,67.05,155.5055,79.82,24.67,24.8
2005-10-06,7.3857,50.07,67.93,156.5265,79.7,24.73,24.65
2005-10-07,7.3286,49.82,67.3,156.6466,80.5,24.59,24.39
2005-10-10,7.1957,49.05,67.9,155.4755,81.25,24.46,24.45
2005-10-11,7.37,49.18,66.7,153.1983,83.19,24.41,24.3
2005-10-12,7.0357,48.21,67.65,150.6308,82.19,24.3,24.84
2005-10-13,7.6771,48.25,66.49,148.8641,82.2,24.59,24.5
2005-10-14,7.7143,47.95,67.5,148.2135,82.35,24.69,24.32
2005-10-17,7.6343,48.12,67.24,152.6478,82.59,24.53,24.12
2005-10-18,7.4586,47.89,67.12,151.7869,83.48,24.57,24.13
2005-10-19,7.8486,48.97,68.37,154.4996,84.17,25.09,23.97
2005-10-20,8.02,47.36,67.3,151.7469,83.17,24.79,21.9
2005-10-21,7.9514,47.15,66.02,170.1147,83.33,24.78,21.25
2005-10-24,8.1129,49.54,67.32,174.8192,83.47,25.09,21.09
2005-10-25,8.0143,49.72,66.97,173.6231,83.36,25.03,21.2
2005-10-26,8.1471,50.14,65.1,177.8922,82.89,25.11,21.06
2005-10-27,7.9157,48.9,64.05,176.701,82.31,24.85,21.1
2005-10-28,7.7814,49.54,65.64,179.2585,81.42,25.53,21.5
2005-10-31,8.2271,49.77,64.64,186.2503,81.88,25.7,21.74
2005-11-01,8.2143,49.15,65.05,189.8738,81.59,25.96,21.55
2005-11-02,8.5643,49.97,64.7,190.0239,81.06,26.46,21.6
2005-11-03,8.8357,49.73,65.5,193.162,82.87,26.44,21.87
2005-11-04,8.7357,49.4,65.28,195.4042,83.0,26.66,22.26
2005-11-07,8.6043,49.8,65.69,197.8415,83.61,27.01,22.27
2005-11-08,8.5571,49.13,65.01,195.1389,83.15,27.05,21.91
2005-11-09,8.5871,49.33,64.71,189.7587,82.84,26.96,22.16
2005-11-10,8.74,49.86,66.1,195.7395,83.99,27.09,22.21
2005-11-11,8.7914,50.45,65.35,195.3891,84.55,27.28,22.43
2005-11-14,8.7786,50.91,66.23,198.6723,84.36,27.35,22.25
2005-11-15,8.8971,50.93,67.0,196.5903,85.53,27.5,21.89
2005-11-16,9.2786,50.08,67.44,199.2679,86.54,27.74,21.37
2005-11-17,9.2171,49.5,67.65,201.9205,86.89,27.97,21.35
2005-11-18,9.2229,49.91,66.95,200.2989,87.77,28.07,21.6
2005-11-21,9.28,50.9,69.0,204.8783,87.29,28.16,21.74
2005-11-22,9.5029,51.75,69.1,208.4368,87.99,27.89,21.38
2005-11-23,9.5871,52.4,69.44,211.6349,88.8,27.92,21.64
2005-11-24,9.5871,52.4,69.44,211.6349,88.8,27.92,21.64
2005-11-25,9.9057,52.62,69.06,214.5427,88.8,27.76,21.67
2005-11-28,9.9514,52.84,68.63,211.9452,89.11,27.75,21.59
2005-11-29,9.7286,52.13,69.13,201.9655,89.1,27.68,21.47
2005-11-30,9.6886,51.42,68.19,202.6527,88.9,27.68,21.2
2005-12-01,10.2286,51.99,69.67,207.2456,89.21,27.89,21.38
2005-12-02,10.3757,51.61,69.44,209.0524,88.65,28.01,21.3
2005-12-05,10.26,51.39,69.2,203.1216,88.43,27.85,21.35
2005-12-06,10.5786,51.5,69.57,202.466,89.14,27.69,21.14
2005-12-07,10.5643,51.11,69.65,202.2007,88.72,27.75,21.1
2005-12-08,10.5829,50.65,70.07,205.5239,87.5,27.69,20.98
2005-12-09,10.6186,51.15,69.65,204.7982,86.97,27.71,20.6
2005-12-12,10.7014,51.03,70.19,206.5059,85.96,27.45,20.94
2005-12-13,10.7114,50.77,70.59,208.9473,83.71,27.13,22.31
2005-12-14,10.2871,51.46,71.45,209.683,83.13,27.09,22.85
2005-12-15,10.3114,51.43,70.79,211.4697,83.53,26.92,22.79
2005-12-16,10.1586,51.93,70.75,215.2834,83.37,26.9,22.58
2005-12-19,10.1971,51.27,69.97,212.5057,82.76,26.83,24.32
2005-12-20,10.3014,51.75,70.74,215.0782,82.48,26.86,24.0
2005-12-21,10.5,52.39,70.39,213.3715,83.12,26.73,24.04
2005-12-22,10.5743,52.3,71.32,216.2293,83.22,26.59,24.06
2005-12-23,10.4786,52.31,71.49,215.6738,83.48,26.64,23.96
2005-12-26,10.4786,52.31,71.49,215.6738,83.48,26.64,23.96
2005-12-27,10.6043,51.27,70.53,212.5257,82.99,26.46,23.63
2005-12-28,10.51,51.43,70.96,213.5517,83.04,26.39,23.6
2005-12-29,10.2071,51.11,71.18,210.2785,82.4,26.27,23.45
2005-12-30,10.27,51.46,70.24,207.631,82.2,26.15,23.32
2006-01-02,10.27,51.46,70.24,207.631,82.2,26.15,23.32
2006-01-03,10.6786,52.58,70.44,217.8259,82.06,26.84,23.78
2006-01-04,10.71,51.95,71.17,224.6975,81.95,27.08,24.55
2006-01-05,10.6257,52.5,70.33,225.8386,82.5,26.99,24.58
2006-01-06,10.9,52.68,69.35,233.0556,84.95,26.91,24.85
2006-01-09,10.8643,53.99,68.77,233.6762,83.73,26.86,24.85
